B,-1.739803607,-0.346996102,-1.41780639,-0.961148069,-0.214565744
B,-7.443717258,-0.52875092,-0.958159219,-0.975708973,-0.781450051
B,-0.511091764,-0.546210687,-1.144756634,-0.981044112,-0.234543642
B,-4.978319421,-0.502307519,-0.795384,-0.988471267,-0.330493733
B,-0.919139561,-0.549867791,-1.725559286,-0.920214222,-0.196096269
B,-48.03762021,-0.003448696,-5.674474173,-0.159981459,-0.446825745
B,-4.16532608,-0.108592493,-3.809197047,-0.833451647,-0.236860971
B,-1.319575659,-0.30084657,-2.307395294,-0.929023354,-0.211157984
B,-2.539529819,-0.522650805,-2.002000515,-0.890437101,-0.205068678
B,-3.199028474,-0.14450079,-3.464394137,-0.855526024,-0.260226487
B,-1.857707415,-0.34841466,-1.431120187,-0.960795367,-0.214429825
B,-1.453998774,-0.208089958,-2.701884565,-0.901117537,-0.459724717
B,-1.366975409,-0.523675069,-1.128455816,-0.965679808,-0.231792958
B,-0.187559288,-0.773907566,-0.895668074,-0.975734437,-0.724105173
B,-0.93352099,-0.548449356,-1.733174946,-0.919621353,-0.196152987
B,-0.93352099,-0.548449356,-1.733174946,-0.919621353,-0.196152987
B,-0.93352099,-0.548449356,-1.733174946,-0.919621353,-0.196152987
B,-2.469656026,-0.522518195,-2.004736775,-0.890894357,-0.205145123
B,-1.710933868,-0.350541321,-1.41411699,-0.962077288,-0.214463603
B,-2.469656026,-0.522518195,-2.004736775,-0.890894357,-0.205145123
B,-1.864569138,-0.347500389,-1.434527453,-0.960392466,-0.214436087
B,-0.689393858,-0.3537654,-1.381949792,-0.968215223,-0.214522505
B,-4.901388889,-0.696385619,-0.71162742,-0.972643355,-0.216409578
B,-4.176904762,-0.765061192,-0.617831726,-0.973649052,-0.200515888
B,-3.441150794,-0.79096137,-0.548852874,-0.977829246,-0.199517911
B,-7.382166982,-0.503648451,-1.126638777,-0.973296954,-0.678322991
B,-0.977109109,-0.537713721,-0.982569597,-0.98761756,-0.272278443
B,-9.93229932,-0.317807198,-3.030410109,-0.756258728,-0.220481691
A,20.25555556,0.596742419,1.009149325,0.94037733,0.22662873
A,5.810808111,0.611729754,0.80352131,0.97146798,0.23367129
A,7.083246493,0.450311277,2.550429751,0.754111521,0.198825579
A,1.234518191,0.30725754,2.446342789,0.890946994,1.051916137
A,1.320846629,0.326728469,1.670961952,0.944689831,0.385592697
A,1.576182499,0.410113522,1.55154545,0.947628856,0.225708417
A,3.133344463,0.798514909,0.571339615,0.974647457,0.183970977
A,0.810658889,0.837477279,0.717606476,0.968421903,1.722239736
A,1.606426946,0.312134882,2.490994369,0.896428092,0.268428631
A,5.569379874,0.531414842,1.127066884,0.950736199,0.246514222
A,4.181312525,0.660251543,0.660461848,0.98288432,0.250767447
A,1.760442774,0.72526466,1.18557103,0.94718756,0.206116858
A,5.306760944,0.464371252,1.534754917,0.917516095,0.271318024
A,0.959136515,0.388056032,1.657864632,0.986704151,0.237996036
A,6.763571429,0.694106491,0.828854816,0.956844779,0.211084911
A,6.751313131,0.445280272,2.452455725,0.849117296,0.221117412
A,3.042149967,0.619470101,0.944132662,0.9579993,0.235889706
A,5.575562572,0.658694916,0.67661092,0.982508665,0.250767447
A,21.07252525,0.784640154,0.897954891,0.916584008,0.185265585
A,6.91739479,0.448472492,2.549760078,0.756342089,0.198825464
A,26.89041834,0.468147706,2.020834396,0.844023805,0.231445545
A,4.721230159,0.536823357,1.634024059,0.924075576,0.242115354
A,10.39383838,0.402767728,1.4448874,0.916750685,0.330256312
A,159.9544662,0.00103861,6.871715103,0.093379606,0.470557574
A,2.799761905,0.492399728,1.023933459,0.970071165,0.324824569
A,5.888576499,0.626396697,0.790774579,0.969066306,0.226984696
A,3.765895259,0.430312618,1.275529343,0.967107665,0.328200291
